id,title,difficulty,source
P2219,Number Game,Mid,https://codeforces.com/problemset/problem/1749/C
P2220,Death's Blessing,Easy,https://codeforces.com/problemset/problem/1749/B
P2221,Cowardly Rooks,Easy,https://codeforces.com/problemset/problem/1749/A
P2222,Circular Xor Reversal,Very Hard,https://codeforces.com/problemset/problem/1748/F
P2223,Yet Another Array Counting Problem,Hard,https://codeforces.com/problemset/problem/1748/E
P2224,ConstructOR ,Hard,https://codeforces.com/problemset/problem/1748/D
P2225,Zero-Sum Prefixes,Mid,https://codeforces.com/problemset/problem/1748/C
P2226,Diverse Substrings,Mid,https://codeforces.com/problemset/problem/1748/B
P2227,The Ultimate Square,Easy,https://codeforces.com/problemset/problem/1748/A
P2228,List Generation,Very Hard,https://codeforces.com/problemset/problem/1747/E
P2229,Yet Another Problem,Mid,https://codeforces.com/problemset/problem/1747/D
P2230,Swap Game,Easy,https://codeforces.com/problemset/problem/1747/C
P2231,BAN BAN,Easy,https://codeforces.com/problemset/problem/1747/B
P2232,Two Groups,Easy,https://codeforces.com/problemset/problem/1747/A
P2233,Olympiad Training,Very Hard,https://codeforces.com/problemset/problem/1746/G
P2234,Kazaee,Very Hard,https://codeforces.com/problemset/problem/1746/F
P2235,Joking (Hard Version),Very Hard,https://codeforces.com/problemset/problem/1746/E2
P2236,Joking (Easy Version),Very Hard,https://codeforces.com/problemset/problem/1746/E1
P2237,Paths on the Tree,Mid,https://codeforces.com/problemset/problem/1746/D
P2238,Permutation Operations,Mid,https://codeforces.com/problemset/problem/1746/C
P2239,Rebellion,Easy,https://codeforces.com/problemset/problem/1746/B
P2240,Maxmina,Easy,https://codeforces.com/problemset/problem/1746/A
P2241,MEX vs MED,Hard,https://codeforces.com/problemset/problem/1744/F
P2242,Divisible Numbers (hard version),Mid,https://codeforces.com/problemset/problem/1744/E2
P2243,Divisible Numbers (easy version),Mid,https://codeforces.com/problemset/problem/1744/E1
P2244,Divisibility by 2^n,Easy,https://codeforces.com/problemset/problem/1744/D
P2245,Traffic Light,Easy,https://codeforces.com/problemset/problem/1744/C
P2246,Even-Odd Increments ,Easy,https://codeforces.com/problemset/problem/1744/B
P2247,Number Replacement,Easy,https://codeforces.com/problemset/problem/1744/A
P2248,Antifibonacci Cut,Very Hard,https://codeforces.com/problemset/problem/1743/G
P2249,Intersection and Union,Hard,https://codeforces.com/problemset/problem/1743/F
P2250,FTL,Hard,https://codeforces.com/problemset/problem/1743/E
P2251,Problem with Random Tests,Mid,https://codeforces.com/problemset/problem/1743/D
P2252,Save the Magazines,Easy,https://codeforces.com/problemset/problem/1743/C
P2253,Permutation Value,Easy,https://codeforces.com/problemset/problem/1743/B
P2254,Password,Easy,https://codeforces.com/problemset/problem/1743/A
P2255,Orray,Mid,https://codeforces.com/problemset/problem/1742/G
P2256,Smaller,Mid,https://codeforces.com/problemset/problem/1742/F
P2257,Scuza,Easy,https://codeforces.com/problemset/problem/1742/E
P2258,Coprime,Easy,https://codeforces.com/problemset/problem/1742/D
P2259,Stripes,Easy,https://codeforces.com/problemset/problem/1742/C
P2260,Increasing,Easy,https://codeforces.com/problemset/problem/1742/B
P2261,Sum,Easy,https://codeforces.com/problemset/problem/1742/A
P2262,Kirill and Company,Hard,https://codeforces.com/problemset/problem/1741/G
P2263,Multi-Colored Segments,Hard,https://codeforces.com/problemset/problem/1741/F
P2264,Sending a Sequence Over the Network,Mid,https://codeforces.com/problemset/problem/1741/E
P2265,Masha and a Beautiful Tree,Mid,https://codeforces.com/problemset/problem/1741/D
P2266,Minimize the Thickness,Easy,https://codeforces.com/problemset/problem/1741/C
P2267,Funny Permutation,Easy,https://codeforces.com/problemset/problem/1741/B
P2268,Compare T-Shirt Sizes,Easy,https://codeforces.com/problemset/problem/1741/A
P2269,Arranging Crystal Balls,Very Hard,https://codeforces.com/problemset/problem/1740/I
P2270,MEX Tree Manipulation,Very Hard,https://codeforces.com/problemset/problem/1740/H
P2271,Dangerous Laser Power,Very Hard,https://codeforces.com/problemset/problem/1740/G
P2272,Conditional Mix,Very Hard,https://codeforces.com/problemset/problem/1740/F
P2273,Hanging Hearts,Mid,https://codeforces.com/problemset/problem/1740/E
P2274,Knowledge Cards,Mid,https://codeforces.com/problemset/problem/1740/D
P2275,Bricks and Bags,Mid,https://codeforces.com/problemset/problem/1740/C
P2276,Jumbo Extra Cheese 2,Easy,https://codeforces.com/problemset/problem/1740/B
P2277,Factorise N+M,Easy,https://codeforces.com/problemset/problem/1740/A
P2278,Keyboard Design,Very Hard,https://codeforces.com/problemset/problem/1739/F
P2279,Cleaning Robot,Hard,https://codeforces.com/problemset/problem/1739/E
P2280,Reset K Edges,Mid,https://codeforces.com/problemset/problem/1739/D
P2281,Card Game,Mid,https://codeforces.com/problemset/problem/1739/C
P2282,Array Recovery,Easy,https://codeforces.com/problemset/problem/1739/B
P2283,Immobile Knight,Easy,https://codeforces.com/problemset/problem/1739/A
P2284,Palindrome Addicts,Very Hard,https://codeforces.com/problemset/problem/1738/H
P2285,Anti-Increasing Addicts,Very Hard,https://codeforces.com/problemset/problem/1738/G
P2286,Connectivity Addicts,Hard,https://codeforces.com/problemset/problem/1738/F
P2287,Balance Addicts,Hard,https://codeforces.com/problemset/problem/1738/E
P2288,Permutation Addicts,Mid,https://codeforces.com/problemset/problem/1738/D
P2289,Even Number Addicts,Mid,https://codeforces.com/problemset/problem/1738/C
P2290,Prefix Sum Addicts,Easy,https://codeforces.com/problemset/problem/1738/B
P2291,Glory Addicts,Easy,https://codeforces.com/problemset/problem/1738/A
P2292,Ela Takes Dancing Class,Very Hard,https://codeforces.com/problemset/problem/1737/G
P2293,Ela and Prime GCD,Very Hard,https://codeforces.com/problemset/problem/1737/F
P2294,Ela Goes Hiking,Very Hard,https://codeforces.com/problemset/problem/1737/E
P2295,Ela and the Wiring Wizard,Hard,https://codeforces.com/problemset/problem/1737/D
P2296,Ela and Crickets,Mid,https://codeforces.com/problemset/problem/1737/C
P2297,Ela's Fitness and the Luxury Number,Mid,https://codeforces.com/problemset/problem/1737/B
P2298,Ela Sorting Books,Easy,https://codeforces.com/problemset/problem/1737/A
P2299,Swap and Take,Very Hard,https://codeforces.com/problemset/problem/1736/E
P2300,Equal Binary Subsequences,Hard,https://codeforces.com/problemset/problem/1736/D
P2301,Good Subarrays (Hard Version),Hard,https://codeforces.com/problemset/problem/1736/C2
P2302,Good Subarrays (Easy Version),Mid,https://codeforces.com/problemset/problem/1736/C1
P2303,Playing with GCD,Easy,https://codeforces.com/problemset/problem/1736/B
P2304,Make A Equal to B,Easy,https://codeforces.com/problemset/problem/1736/A
P2305,Pebbles and Beads,Very Hard,https://codeforces.com/problemset/problem/1735/F
P2306,House Planning,Hard,https://codeforces.com/problemset/problem/1735/E
P2307,Meta-set,Mid,https://codeforces.com/problemset/problem/1735/D
P2308,Phase Shift,Mid,https://codeforces.com/problemset/problem/1735/C
P2309,Tea with Tangerines,Easy,https://codeforces.com/problemset/problem/1735/B
P2310,Working Week,Easy,https://codeforces.com/problemset/problem/1735/A
P2311,Zeros and Ones,Very Hard,https://codeforces.com/problemset/problem/1734/F
P2312,Rectangular Congruence,Hard,https://codeforces.com/problemset/problem/1734/E
P2313,Slime Escape,Mid,https://codeforces.com/problemset/problem/1734/D
P2314,Removing Smallest Multiples,Easy,https://codeforces.com/problemset/problem/1734/C
P2315,"Bright, Nice, Brilliant",Easy,https://codeforces.com/problemset/problem/1734/B
P2316,Select Three Sticks,Easy,https://codeforces.com/problemset/problem/1734/A
P2317,Conveyor,Very Hard,https://codeforces.com/problemset/problem/1733/E
P2318,Zero-One (Hard Version),Hard,https://codeforces.com/problemset/problem/1733/D2
P2319,Zero-One (Easy Version),Mid,https://codeforces.com/problemset/problem/1733/D1
P2320,Parity Shuffle Sorting,Mid,https://codeforces.com/problemset/problem/1733/C
P2321,Rule of League,Easy,https://codeforces.com/problemset/problem/1733/B
P2322,Consecutive Sum,Easy,https://codeforces.com/problemset/problem/1733/A
P2323,Location,Very Hard,https://codeforces.com/problemset/problem/1732/E
P2324,Balance (Hard version),Hard,https://codeforces.com/problemset/problem/1732/D2
P2325,Balance (Easy version),Mid,https://codeforces.com/problemset/problem/1732/D1
P2326,Sheikh (Hard Version),Hard,https://codeforces.com/problemset/problem/1732/C2
P2327,Sheikh (Easy version),Mid,https://codeforces.com/problemset/problem/1732/C1
P2328,Ugu,Easy,https://codeforces.com/problemset/problem/1732/B
P2329,Bestie,Easy,https://codeforces.com/problemset/problem/1732/A
P2330,Function Sum,Very Hard,https://codeforces.com/problemset/problem/1731/F
P2331,Graph Cost,Hard,https://codeforces.com/problemset/problem/1731/E
P2332,Valiant's New Map,Mid,https://codeforces.com/problemset/problem/1731/D
P2333,Even Subarrays,Mid,https://codeforces.com/problemset/problem/1731/C
P2334,Kill Demodogs,Easy,https://codeforces.com/problemset/problem/1731/B
P2335,Joey Takes Money,Easy,https://codeforces.com/problemset/problem/1731/A
P2336,Almost Sorted,Very Hard,https://codeforces.com/problemset/problem/1730/F
P2337,Maximums and Minimums,Very Hard,https://codeforces.com/problemset/problem/1730/E
P2338,Prefixes and Suffixes,Hard,https://codeforces.com/problemset/problem/1730/D
P2339,Minimum Notation,Easy,https://codeforces.com/problemset/problem/1730/C
P2340,Meeting on the Line,Mid,https://codeforces.com/problemset/problem/1730/B
P2341,Planets,Easy,https://codeforces.com/problemset/problem/1730/A
P2342,Cut Substrings,Hard,https://codeforces.com/problemset/problem/1729/G
P2343,Kirei and the Linear Function,Mid,https://codeforces.com/problemset/problem/1729/F
P2344,Guess the Cycle Size,Mid,https://codeforces.com/problemset/problem/1729/E
P2345,Friends and the Restaurant,Easy,https://codeforces.com/problemset/problem/1729/D
P2346,Jumping on Tiles,Easy,https://codeforces.com/problemset/problem/1729/C
P2347,Decode String,Easy,https://codeforces.com/problemset/problem/1729/B
P2348,Two Elevators,Easy,https://codeforces.com/problemset/problem/1729/A
P2349,Illumination,Very Hard,https://codeforces.com/problemset/problem/1728/G
P2350,Fishermen,Very Hard,https://codeforces.com/problemset/problem/1728/F
P2351,Red-Black Pepper,Hard,https://codeforces.com/problemset/problem/1728/E
P2352,Letter Picking,Mid,https://codeforces.com/problemset/problem/1728/D
P2353,Digital Logarithm,Mid,https://codeforces.com/problemset/problem/1728/C
P2354,Best Permutation,Easy,https://codeforces.com/problemset/problem/1728/B
P2355,Colored Balls: Revisited,Easy,https://codeforces.com/problemset/problem/1728/A
P2356,Mainak and the Bleeding Polygon,Very Hard,https://codeforces.com/problemset/problem/1726/H
P2357,A Certain Magical Party,Very Hard,https://codeforces.com/problemset/problem/1726/G
P2358,Late For Work (submissions are not allowed),Very Hard,https://codeforces.com/problemset/problem/1726/F
P2359,Almost Perfect,Hard,https://codeforces.com/problemset/problem/1726/E
P2360,Edge Split,Hard,https://codeforces.com/problemset/problem/1726/D
P2361,Jatayu's Balanced Bracket Sequence,Mid,https://codeforces.com/problemset/problem/1726/C
P2362,Mainak and Interesting Sequence,Easy,https://codeforces.com/problemset/problem/1726/B
P2363,Mainak and Array,Easy,https://codeforces.com/problemset/problem/1726/A
P2364,Moving Both Hands,Mid,https://codeforces.com/problemset/problem/1725/M
P2365,Lemper Cooking Competition,Hard,https://codeforces.com/problemset/problem/1725/L
P2366,Kingdom of Criticism,Very Hard,https://codeforces.com/problemset/problem/1725/K
P2367,Journey,Very Hard,https://codeforces.com/problemset/problem/1725/J
P2368,Imitating the Key Tree,Very Hard,https://codeforces.com/problemset/problem/1725/I
P2369,Hot Black Hot White,Mid,https://codeforces.com/problemset/problem/1725/H
P2370,Garage,Mid,https://codeforces.com/problemset/problem/1725/G
P2371,Field Photography,Hard,https://codeforces.com/problemset/problem/1725/F
P2372,Electrical Efficiency,Very Hard,https://codeforces.com/problemset/problem/1725/E
P2373,Deducing Sortability,Very Hard,https://codeforces.com/problemset/problem/1725/D
P2374,Circular Mirror,Hard,https://codeforces.com/problemset/problem/1725/C
P2375,Basketball Together,Easy,https://codeforces.com/problemset/problem/1725/B
P2376,Accumulation of Dominoes,Easy,https://codeforces.com/problemset/problem/1725/A
P2377,Even-Odd XOR,Mid,https://codeforces.com/problemset/problem/1722/G
P2378,L-shapes,Mid,https://codeforces.com/problemset/problem/1722/F
P2379,Counting Rectangles,Mid,https://codeforces.com/problemset/problem/1722/E
P2380,Line,Easy,https://codeforces.com/problemset/problem/1722/D
P2381,Word Game,Easy,https://codeforces.com/problemset/problem/1722/C
P2382,Colourblindness,Easy,https://codeforces.com/problemset/problem/1722/B
P2383,Spell Check,Easy,https://codeforces.com/problemset/problem/1722/A
P2384,Matching Reduction,Very Hard,https://codeforces.com/problemset/problem/1721/F
P2385,Prefix Function Queries,Hard,https://codeforces.com/problemset/problem/1721/E
P2386,Maximum AND,Mid,https://codeforces.com/problemset/problem/1721/D
P2387,Min-Max Array Transformation,Mid,https://codeforces.com/problemset/problem/1721/C
P2388,Deadly Laser,Easy,https://codeforces.com/problemset/problem/1721/B
P2389,Image,Easy,https://codeforces.com/problemset/problem/1721/A
P2390,Misha and Paintings,Very Hard,https://codeforces.com/problemset/problem/1720/E
P2391,Xor-Subsequence (hard version),Hard,https://codeforces.com/problemset/problem/1720/D2
P2392,Xor-Subsequence (easy version),Mid,https://codeforces.com/problemset/problem/1720/D1
P2393,Corners,Easy,https://codeforces.com/problemset/problem/1720/C
P2394,Interesting Sum,Easy,https://codeforces.com/problemset/problem/1720/B
P2395,Burenka Plays with Fractions,Easy,https://codeforces.com/problemset/problem/1720/A
P2396,Fighting Tournament,Mid,https://codeforces.com/problemset/problem/1719/C
P2397,Mathematical Circus,Easy,https://codeforces.com/problemset/problem/1719/B
P2398,Chip Game,Easy,https://codeforces.com/problemset/problem/1719/A
P2399,"Burenka, an Array and Queries",Very Hard,https://codeforces.com/problemset/problem/1718/F
P2400,Impressionism,Very Hard,https://codeforces.com/problemset/problem/1718/E
P2401,Permutation for Burenka,Very Hard,https://codeforces.com/problemset/problem/1718/D
P2402,Tonya and Burenka-179,Hard,https://codeforces.com/problemset/problem/1718/C
P2403,Fibonacci Strings,Hard,https://codeforces.com/problemset/problem/1718/B
P2404,Burenka and Traditions (hard version),Mid,https://codeforces.com/problemset/problem/1718/A2
P2405,Burenka and Traditions (easy version),Mid,https://codeforces.com/problemset/problem/1718/A1
P2406,Madoka and The First Session,Very Hard,https://codeforces.com/problemset/problem/1717/F
P2407,Madoka and The Best University,Hard,https://codeforces.com/problemset/problem/1717/E
P2408,Madoka and The Corruption Scheme,Mid,https://codeforces.com/problemset/problem/1717/D
P2409,Madoka and Formal Statement,Mid,https://codeforces.com/problemset/problem/1717/C
P2410,Madoka and Underground Competitions,Easy,https://codeforces.com/problemset/problem/1717/B
P2411,Madoka and Strange Thoughts,Easy,https://codeforces.com/problemset/problem/1717/A
P2412,Bags with Balls,Very Hard,https://codeforces.com/problemset/problem/1716/F
P2413,Swap and Maximum Block,Very Hard,https://codeforces.com/problemset/problem/1716/E
P2414,Chip Move,Hard,https://codeforces.com/problemset/problem/1716/D
P2415,Robot in a Hallway,Hard,https://codeforces.com/problemset/problem/1716/C
P2416,Permutation Chain,Easy,https://codeforces.com/problemset/problem/1716/B
P2417,2-3 Moves,Easy,https://codeforces.com/problemset/problem/1716/A
P2418,Crop Squares,Very Hard,https://codeforces.com/problemset/problem/1715/F
P2419,Long Way Home,Hard,https://codeforces.com/problemset/problem/1715/E
P2420,2+ doors,Mid,https://codeforces.com/problemset/problem/1715/D
P2421,Monoblock,Mid,https://codeforces.com/problemset/problem/1715/C
P2422,Beautiful Array,Easy,https://codeforces.com/problemset/problem/1715/B
P2423,Crossmarket,Easy,https://codeforces.com/problemset/problem/1715/A
P2424,Path Prefixes,Mid,https://codeforces.com/problemset/problem/1714/G
P2425,Build a Tree and That Is It,Mid,https://codeforces.com/problemset/problem/1714/F
P2426,Add Modulo 10,Mid,https://codeforces.com/problemset/problem/1714/E
P2427,Color with Occurrences,Mid,https://codeforces.com/problemset/problem/1714/D
P2428,Minimum  Varied Number,Easy,https://codeforces.com/problemset/problem/1714/C
P2429,Remove Prefix,Easy,https://codeforces.com/problemset/problem/1714/B
P2430,Everyone Loves to Sleep,Easy,https://codeforces.com/problemset/problem/1714/A
P2431,Lost Array,Very Hard,https://codeforces.com/problemset/problem/1713/F
P2432,Cross Swapping,Hard,https://codeforces.com/problemset/problem/1713/E
P2433,Tournament Countdown,Mid,https://codeforces.com/problemset/problem/1713/D
P2434,Build Permutation,Easy,https://codeforces.com/problemset/problem/1713/C
P2435,Optimal Reduction,Easy,https://codeforces.com/problemset/problem/1713/B
P2436,Traveling Salesman Problem,Easy,https://codeforces.com/problemset/problem/1713/A
P2437,Triameter,Very Hard,https://codeforces.com/problemset/problem/1712/F
P2438,LCM Sum (hard version),Very Hard,https://codeforces.com/problemset/problem/1712/E2
P2439,LCM Sum (easy version),Hard,https://codeforces.com/problemset/problem/1712/E1
P2440,Empty Graph,Hard,https://codeforces.com/problemset/problem/1712/D
P2441,Sort Zero,Easy,https://codeforces.com/problemset/problem/1712/C
P2442,Woeful Permutation,Easy,https://codeforces.com/problemset/problem/1712/B
P2443,Wonderful Permutation,Easy,https://codeforces.com/problemset/problem/1712/A
P2444,Party,Mid,https://codeforces.com/problemset/problem/1711/B
P2445,Perfect Permutation,Easy,https://codeforces.com/problemset/problem/1711/A
P2446,Two Arrays,Hard,https://codeforces.com/problemset/problem/1710/E
P2447,Recover the Tree,Very Hard,https://codeforces.com/problemset/problem/1710/D
P2448,XOR Triangle,Very Hard,https://codeforces.com/problemset/problem/1710/C
P2449,Rain,Hard,https://codeforces.com/problemset/problem/1710/B
P2450,Color the Picture,Mid,https://codeforces.com/problemset/problem/1710/A
P2451,Multiset of Strings,Very Hard,https://codeforces.com/problemset/problem/1709/F
P2452,XOR Tree,Hard,https://codeforces.com/problemset/problem/1709/E
P2453,Rorororobot,Mid,https://codeforces.com/problemset/problem/1709/D
P2454,Recover an RBS,Mid,https://codeforces.com/problemset/problem/1709/C
P2455,Also Try Minecraft,Easy,https://codeforces.com/problemset/problem/1709/B
P2456,Three Doors,Easy,https://codeforces.com/problemset/problem/1709/A
P2457,Difference of GCDs,Easy,https://codeforces.com/problemset/problem/1708/B
P2458,Difference Operations,Easy,https://codeforces.com/problemset/problem/1708/A
P2459,Bugaboo,Very Hard,https://codeforces.com/problemset/problem/1707/F
P2460,Replace,Very Hard,https://codeforces.com/problemset/problem/1707/E
P2461,Partial Virtual Trees,Very Hard,https://codeforces.com/problemset/problem/1707/D
P2462,DFS Trees,Hard,https://codeforces.com/problemset/problem/1707/C
P2463,Difference Array,Mid,https://codeforces.com/problemset/problem/1707/B
P2464,Doremy's IQ,Mid,https://codeforces.com/problemset/problem/1707/A
P2465,Qpwoeirut and Vertices,Hard,https://codeforces.com/problemset/problem/1706/E
P2466,Chopping Carrots (Hard Version),Hard,https://codeforces.com/problemset/problem/1706/D2
P2467,Chopping Carrots (Easy Version),Mid,https://codeforces.com/problemset/problem/1706/D1
P2468,Qpwoeirut And The City,Mid,https://codeforces.com/problemset/problem/1706/C
P2469,Making Towers,Easy,https://codeforces.com/problemset/problem/1706/B
P2470,Another String Minimization Problem,Easy,https://codeforces.com/problemset/problem/1706/A
P2471,Mark and the Online Exam,Very Hard,https://codeforces.com/problemset/problem/1705/F
P2472,Mark and Professor Koro,Hard,https://codeforces.com/problemset/problem/1705/E
P2473,Mark and Lightbulbs,Mid,https://codeforces.com/problemset/problem/1705/D
P2474,Mark and His Unfinished Essay,Mid,https://codeforces.com/problemset/problem/1705/C
P2475,Mark the Dust Sweeper,Easy,https://codeforces.com/problemset/problem/1705/B
P2476,Mark the Photographer,Easy,https://codeforces.com/problemset/problem/1705/A
P2477,Game of AI (hard version),Very Hard,https://codeforces.com/problemset/problem/1704/H2
P2478,Game of AI (easy version),Very Hard,https://codeforces.com/problemset/problem/1704/H1
P2479,Mio and Lucky Array,Very Hard,https://codeforces.com/problemset/problem/1704/G
P2480,Colouring Game,Very Hard,https://codeforces.com/problemset/problem/1704/F
P2481,Count Seconds,Hard,https://codeforces.com/problemset/problem/1704/E
P2482,Magical Array,Mid,https://codeforces.com/problemset/problem/1704/D
P2483,Virus,Easy,https://codeforces.com/problemset/problem/1704/C
P2484,Luke is a Foodie,Easy,https://codeforces.com/problemset/problem/1704/B
P2485,Two 0-1 Sequences,Easy,https://codeforces.com/problemset/problem/1704/A
P2486,"Good Key, Bad Key",Mid,https://codeforces.com/problemset/problem/1703/G
P2487,Yet Another Problem About Pairs Satisfying an Inequality,Mid,https://codeforces.com/problemset/problem/1703/F
P2488,Mirror Grid,Easy,https://codeforces.com/problemset/problem/1703/E
P2489,Double Strings,Easy,https://codeforces.com/problemset/problem/1703/D
P2490,Cypher,Easy,https://codeforces.com/problemset/problem/1703/C
P2491,ICPC Balloons,Easy,https://codeforces.com/problemset/problem/1703/B
P2492,YES or YES?,Easy,https://codeforces.com/problemset/problem/1703/A
P2493,Passable Paths (hard version),Hard,https://codeforces.com/problemset/problem/1702/G2
P2494,Passable Paths (easy version),Mid,https://codeforces.com/problemset/problem/1702/G1
P2495,Equate Multisets,Mid,https://codeforces.com/problemset/problem/1702/F
P2496,Split Into Two Sets,Mid,https://codeforces.com/problemset/problem/1702/E
P2497,Not a Cheap String,Easy,https://codeforces.com/problemset/problem/1702/D
P2498,Train and Queries,Easy,https://codeforces.com/problemset/problem/1702/C
P2499,Polycarp Writes a String from Memory,Easy,https://codeforces.com/problemset/problem/1702/B
P2500,Round Down the Price,Easy,https://codeforces.com/problemset/problem/1702/A
P2501,Points,Very Hard,https://codeforces.com/problemset/problem/1701/F
P2502,Text Editor,Very Hard,https://codeforces.com/problemset/problem/1701/E
P2503,Permutation Restoration,Mid,https://codeforces.com/problemset/problem/1701/D
P2504,Schedule Management,Mid,https://codeforces.com/problemset/problem/1701/C
P2505,Permutation,Easy,https://codeforces.com/problemset/problem/1701/B
P2506,Grass Field,Easy,https://codeforces.com/problemset/problem/1701/A
P2507,Puzzle,Very Hard,https://codeforces.com/problemset/problem/1700/F
P2508,Serega the Pirate,Very Hard,https://codeforces.com/problemset/problem/1700/E
P2509,River Locks,Mid,https://codeforces.com/problemset/problem/1700/D
P2510,Helping the Nature,Mid,https://codeforces.com/problemset/problem/1700/C
P2511,Palindromic Numbers ,Easy,https://codeforces.com/problemset/problem/1700/B
P2512,Optimal Path,Easy,https://codeforces.com/problemset/problem/1700/A
P2513,Three Days Grace,Very Hard,https://codeforces.com/problemset/problem/1699/E
P2514,Almost Triple Deletions,Hard,https://codeforces.com/problemset/problem/1699/D
P2515,The Third Problem,Mid,https://codeforces.com/problemset/problem/1699/C
P2516,Almost Ternary Matrix,Easy,https://codeforces.com/problemset/problem/1699/B
P2517,The Third Three Number Problem,Easy,https://codeforces.com/problemset/problem/1699/A
P2518,Long Binary String,Very Hard,https://codeforces.com/problemset/problem/1698/G
P2519,Equal Reversal,Very Hard,https://codeforces.com/problemset/problem/1698/F
P2520,PermutationForces II,Hard,https://codeforces.com/problemset/problem/1698/E
P2521,Fixed Point Guessing,Mid,https://codeforces.com/problemset/problem/1698/D
P2522,3SUM Closure,Mid,https://codeforces.com/problemset/problem/1698/C
P2523,Rising Sand,Easy,https://codeforces.com/problemset/problem/1698/B
P2524,XOR Mixup,Easy,https://codeforces.com/problemset/problem/1698/A
P2525,Too Many Constraints,Very Hard,https://codeforces.com/problemset/problem/1697/F
P2526,Coloring,Hard,https://codeforces.com/problemset/problem/1697/E
P2527,Guess The String,Mid,https://codeforces.com/problemset/problem/1697/D
P2528,awoo's Favorite Problem,Mid,https://codeforces.com/problemset/problem/1697/C
P2529,Promo,Easy,https://codeforces.com/problemset/problem/1697/B
P2530,Parkway Walk,Easy,https://codeforces.com/problemset/problem/1697/A
P2531,Maximum Product?,Very Hard,https://codeforces.com/problemset/problem/1696/H
P2532,Fishingprince Plays With Array Again,Very Hard,https://codeforces.com/problemset/problem/1696/G
P2533,Tree Recovery,Very Hard,https://codeforces.com/problemset/problem/1696/F
P2534,Placing Jinas,Hard,https://codeforces.com/problemset/problem/1696/E
P2535,Permutation Graph,Mid,https://codeforces.com/problemset/problem/1696/D
P2536,Fishingprince Plays With Array,Mid,https://codeforces.com/problemset/problem/1696/C
P2537,NIT Destroys the Universe,Easy,https://codeforces.com/problemset/problem/1696/B
P2538,NIT orz!,Easy,https://codeforces.com/problemset/problem/1696/A
P2539,Ambiguous Dominoes,Very Hard,https://codeforces.com/problemset/problem/1695/E
P2540,Tree Queries (Hard Version),Hard,https://codeforces.com/problemset/problem/1695/D2
P2541,Tree Queries (Easy Version),Hard,https://codeforces.com/problemset/problem/1695/D1
P2542,Zero Path,Mid,https://codeforces.com/problemset/problem/1695/C
P2543,Circle Game,Easy,https://codeforces.com/problemset/problem/1695/B
P2544,Subrectangle Guess,Easy,https://codeforces.com/problemset/problem/1695/A
P2545,Paranoid String,Easy,https://codeforces.com/problemset/problem/1694/B
P2546,Creep,Easy,https://codeforces.com/problemset/problem/1694/A
P2547,I Might Be Wrong,Very Hard,https://codeforces.com/problemset/problem/1693/F
P2548,Outermost Maximums,Very Hard,https://codeforces.com/problemset/problem/1693/E
P2549,Decinc Dividing,Very Hard,https://codeforces.com/problemset/problem/1693/D
P2550,Keshi in Search of AmShZ,Hard,https://codeforces.com/problemset/problem/1693/C
P2551,Fake Plastic Trees,Mid,https://codeforces.com/problemset/problem/1693/B
P2552,Directional Increase,Mid,https://codeforces.com/problemset/problem/1693/A
P2553,Gambling,Mid,https://codeforces.com/problemset/problem/1692/H
P2554,2^Sort,Mid,https://codeforces.com/problemset/problem/1692/G
P2555,3SUM,Mid,https://codeforces.com/problemset/problem/1692/F
P2556,Binary Deque,Easy,https://codeforces.com/problemset/problem/1692/E
P2557,The Clock,Easy,https://codeforces.com/problemset/problem/1692/D
P2558,Where's the Bishop?,Easy,https://codeforces.com/problemset/problem/1692/C
P2559,All Distinct,Easy,https://codeforces.com/problemset/problem/1692/B
P2560,Marathon,Easy,https://codeforces.com/problemset/problem/1692/A
P2561,K-Set Tree,Very Hard,https://codeforces.com/problemset/problem/1691/F
P2562,Number of Groups,Hard,https://codeforces.com/problemset/problem/1691/E
P2563,Max GEQ Sum,Mid,https://codeforces.com/problemset/problem/1691/D
P2564,Sum of Substrings,Mid,https://codeforces.com/problemset/problem/1691/C
P2565,Shoe Shuffling,Easy,https://codeforces.com/problemset/problem/1691/B
P2566,Beat The Odds,Easy,https://codeforces.com/problemset/problem/1691/A
P2567,Count the Trains,Hard,https://codeforces.com/problemset/problem/1690/G
P2568,Shifting String,Mid,https://codeforces.com/problemset/problem/1690/F
P2569,Price Maximization,Mid,https://codeforces.com/problemset/problem/1690/E
P2570,Black and White Stripe,Easy,https://codeforces.com/problemset/problem/1690/D
P2571,Restoring the Duration of Tasks,Easy,https://codeforces.com/problemset/problem/1690/C
P2572,Array Decrements,Easy,https://codeforces.com/problemset/problem/1690/B
P2573,Print a Pedestal (Codeforces logo?),Easy,https://codeforces.com/problemset/problem/1690/A
P2574,ANDfinity,Very Hard,https://codeforces.com/problemset/problem/1689/E
P2575,Lena and Matrix,Mid,https://codeforces.com/problemset/problem/1689/D
P2576,Infected Tree,Mid,https://codeforces.com/problemset/problem/1689/C
P2577,Mystic Permutation,Easy,https://codeforces.com/problemset/problem/1689/B
P2578,Lex String,Easy,https://codeforces.com/problemset/problem/1689/A
P2579,Manipulating History,Mid,https://codeforces.com/problemset/problem/1688/C
P2580,Patchouli's Magical Talisman,Easy,https://codeforces.com/problemset/problem/1688/B
P2581,Cirno's Perfect Bitmasks Classroom,Easy,https://codeforces.com/problemset/problem/1688/A
