subject_id,relation,object_id
P1295,考察,KP9
P1295,考察,KP8
P1295,考察,KP22
P1296,考察,KP12
P1296,考察,KP3
P1296,考察,KP24
P1296,考察,KP9
P1296,考察,KP8
P1296,考察,KP6
P1297,考察,KP23
P1297,考察,KP12
P1297,考察,KP8
P1297,考察,KP22
P1298,考察,KP5
P1298,考察,KP8
P1299,考察,KP2
P1299,考察,KP12
P1299,考察,KP21
P1299,考察,KP13
P1299,考察,KP9
P1299,考察,KP5
P1300,考察,KP9
P1300,考察,KP6
P1301,考察,KP2
P1301,考察,KP16
P1301,考察,KP22
P1302,考察,KP1
P1302,考察,KP12
P1303,考察,KP12
P1303,考察,KP9
P1303,考察,KP8
P1303,考察,KP11
P1304,考察,KP3
P1304,考察,KP5
P1304,考察,KP11
P1305,考察,KP5
P1306,考察,KP9
P1306,考察,KP8
P1307,考察,KP12
P1308,考察,KP7
P1308,考察,KP8
P1309,考察,KP16
P1309,考察,KP4
P1310,考察,KP35
P1311,考察,KP16
P1311,考察,KP4
P1312,考察,KP26
P1312,考察,KP22
P1313,考察,KP3
P1313,考察,KP6
P1314,考察,KP12
P1314,考察,KP4
P1315,考察,KP1
P1315,考察,KP19
P1316,考察,KP28
P1317,考察,KP23
P1317,考察,KP12
P1317,考察,KP20
P1318,考察,KP2
P1319,考察,KP2
P1319,考察,KP3
P1319,考察,KP7
P1320,考察,KP16
P1320,考察,KP21
P1320,考察,KP4
P1320,考察,KP8
P1320,考察,KP17
P1321,考察,KP3
P1321,考察,KP5
P1321,考察,KP8
P1321,考察,KP10
P1322,考察,KP9
P1322,考察,KP11
P1323,考察,KP9
P1323,考察,KP17
P1324,考察,KP12
P1324,考察,KP8
P1325,考察,KP3
P1325,考察,KP21
P1325,考察,KP13
P1325,考察,KP5
P1325,考察,KP17
P1326,考察,KP3
P1326,考察,KP21
P1326,考察,KP13
P1326,考察,KP5
P1326,考察,KP17
P1327,考察,KP12
P1327,考察,KP3
P1327,考察,KP7
P1327,考察,KP9
P1327,考察,KP5
P1327,考察,KP6
P1328,考察,KP2
P1328,考察,KP12
P1328,考察,KP9
P1329,考察,KP1
P1329,考察,KP2
P1329,考察,KP3
P1329,考察,KP6
P1329,考察,KP10
P1330,考察,KP1
P1330,考察,KP4
P1330,考察,KP9
P1330,考察,KP6
P1330,考察,KP10
P1331,考察,KP2
P1331,考察,KP5
P1332,考察,KP14
P1332,考察,KP1
P1332,考察,KP3
P1332,考察,KP13
P1332,考察,KP17
P1333,考察,KP9
P1333,考察,KP28
P1333,考察,KP8
P1334,考察,KP23
P1334,考察,KP7
P1334,考察,KP4
P1334,考察,KP9
P1335,考察,KP1
P1335,考察,KP23
P1335,考察,KP2
P1335,考察,KP9
P1336,考察,KP12
P1336,考察,KP9
P1337,考察,KP23
P1337,考察,KP2
P1337,考察,KP12
P1337,考察,KP9
P1338,考察,KP2
P1338,考察,KP9
P1338,考察,KP6
P1339,考察,KP3
P1339,考察,KP21
P1339,考察,KP7
P1339,考察,KP13
P1339,考察,KP5
P1339,考察,KP8
P1339,考察,KP17
P1340,考察,KP3
P1340,考察,KP11
P1340,考察,KP17
P1341,考察,KP1
P1341,考察,KP3
P1341,考察,KP4
P1341,考察,KP5
P1342,考察,KP2
P1342,考察,KP12
P1342,考察,KP9
P1342,考察,KP8
P1342,考察,KP22
P1343,考察,KP1
P1343,考察,KP2
P1343,考察,KP9
P1344,考察,KP12
P1345,考察,KP1
P1345,考察,KP19
P1345,考察,KP10
P1346,考察,KP21
P1346,考察,KP4
P1346,考察,KP13
P1346,考察,KP9
P1346,考察,KP6
P1346,考察,KP17
P1347,考察,KP1
P1347,考察,KP4
P1347,考察,KP9
P1347,考察,KP5
P1347,考察,KP8
P1348,考察,KP12
P1348,考察,KP9
P1348,考察,KP8
P1349,考察,KP9
P1349,考察,KP8
P1350,考察,KP9
P1350,考察,KP8
P1351,考察,KP1
P1351,考察,KP3
P1351,考察,KP5
P1352,考察,KP21
P1352,考察,KP4
P1352,考察,KP24
P1352,考察,KP13
P1352,考察,KP5
P1353,考察,KP23
P1353,考察,KP2
P1353,考察,KP4
P1353,考察,KP8
P1353,考察,KP22
P1354,考察,KP21
P1354,考察,KP4
P1354,考察,KP17
P1355,考察,KP4
P1355,考察,KP8
P1356,考察,KP12
P1356,考察,KP9
P1356,考察,KP5
P1356,考察,KP11
P1357,考察,KP3
P1357,考察,KP21
P1357,考察,KP24
P1357,考察,KP25
P1357,考察,KP6
P1357,考察,KP17
P1357,考察,KP10
P1358,考察,KP12
P1358,考察,KP13
P1358,考察,KP9
P1358,考察,KP25
P1358,考察,KP17
P1359,考察,KP9
P1359,考察,KP5
P1359,考察,KP6
P1360,考察,KP20
P1360,考察,KP8
P1360,考察,KP22
P1361,考察,KP4
P1361,考察,KP9
P1361,考察,KP10
P1362,考察,KP2
P1362,考察,KP5
P1362,考察,KP22
P1363,考察,KP26
P1363,考察,KP8
P1363,考察,KP22
P1364,考察,KP2
P1364,考察,KP21
P1364,考察,KP7
P1364,考察,KP25
P1365,考察,KP3
P1365,考察,KP9
P1365,考察,KP6
P1365,考察,KP11
P1365,考察,KP10
P1366,考察,KP9
P1366,考察,KP8
P1367,考察,KP12
P1368,考察,KP9
P1368,考察,KP8
P1369,考察,KP2
P1369,考察,KP5
P1369,考察,KP11
P1370,考察,KP2
P1370,考察,KP4
P1370,考察,KP31
P1370,考察,KP8
P1370,考察,KP22
P1371,考察,KP2
P1371,考察,KP7
P1371,考察,KP4
P1371,考察,KP31
P1371,考察,KP8
P1371,考察,KP22
P1372,考察,KP12
P1372,考察,KP5
P1372,考察,KP28
P1372,考察,KP6
P1373,考察,KP12
P1373,考察,KP9
P1373,考察,KP5
P1373,考察,KP8
P1374,考察,KP3
P1374,考察,KP6
P1375,考察,KP1
P1375,考察,KP3
P1375,考察,KP7
P1375,考察,KP8
P1375,考察,KP10
P1376,考察,KP1
P1376,考察,KP12
P1376,考察,KP9
P1376,考察,KP6
P1377,考察,KP9
P1377,考察,KP11
P1377,考察,KP10
P1378,考察,KP6
P1379,考察,KP1
P1379,考察,KP3
P1379,考察,KP4
P1379,考察,KP29
P1379,考察,KP9
P1380,考察,KP16
P1380,考察,KP4
P1380,考察,KP8
P1380,考察,KP30
P1381,考察,KP1
P1381,考察,KP2
P1381,考察,KP3
P1381,考察,KP21
P1381,考察,KP4
P1381,考察,KP24
P1381,考察,KP26
P1381,考察,KP13
P1381,考察,KP9
P1381,考察,KP6
P1381,考察,KP10
P1382,考察,KP23
P1382,考察,KP12
P1382,考察,KP3
P1382,考察,KP8
P1382,考察,KP34
P1382,考察,KP17
P1383,考察,KP2
P1383,考察,KP4
P1383,考察,KP20
P1383,考察,KP5
P1383,考察,KP8
P1384,考察,KP9
P1384,考察,KP8
P1384,考察,KP6
P1385,考察,KP8
P1386,考察,KP12
P1387,考察,KP5
P1387,考察,KP11
P1388,考察,KP16
P1388,考察,KP21
P1388,考察,KP4
P1388,考察,KP13
P1389,考察,KP12
P1389,考察,KP3
P1389,考察,KP9
P1390,考察,KP2
P1390,考察,KP9
P1390,考察,KP5
P1391,考察,KP12
P1391,考察,KP9
P1391,考察,KP6
P1391,考察,KP10
P1392,考察,KP2
P1392,考察,KP21
P1392,考察,KP13
P1392,考察,KP5
P1393,考察,KP3
P1393,考察,KP21
P1393,考察,KP17
P1394,考察,KP2
P1394,考察,KP9
P1394,考察,KP5
P1394,考察,KP8
P1394,考察,KP6
P1395,考察,KP1
P1395,考察,KP2
P1395,考察,KP8
P1396,考察,KP1
P1396,考察,KP12
P1396,考察,KP9
P1396,考察,KP6
P1396,考察,KP10
P1397,考察,KP2
P1397,考察,KP8
P1397,考察,KP6
P1398,考察,KP12
P1398,考察,KP6
P1399,考察,KP12
P1399,考察,KP5
P1400,考察,KP12
P1401,考察,KP3
P1401,考察,KP4
P1401,考察,KP9
P1401,考察,KP17
P1402,考察,KP21
P1402,考察,KP13
P1402,考察,KP17
P1403,考察,KP2
P1403,考察,KP21
P1403,考察,KP13
P1403,考察,KP5
P1403,考察,KP17
P1404,考察,KP3
P1404,考察,KP4
P1405,考察,KP2
P1405,考察,KP3
P1405,考察,KP4
P1405,考察,KP9
P1405,考察,KP6
P1406,考察,KP12
P1406,考察,KP9
P1406,考察,KP8
P1406,考察,KP6
P1407,考察,KP12
P1407,考察,KP9
P1407,考察,KP5
P1408,考察,KP12
P1409,考察,KP1
P1409,考察,KP12
P1409,考察,KP13
P1409,考察,KP28
P1410,考察,KP1
P1410,考察,KP3
P1410,考察,KP7
P1410,考察,KP24
P1410,考察,KP8
P1410,考察,KP17
P1410,考察,KP10
P1411,考察,KP1
P1411,考察,KP2
P1411,考察,KP12
P1411,考察,KP3
P1411,考察,KP9
P1411,考察,KP20
P1411,考察,KP10
P1412,考察,KP1
P1412,考察,KP13
P1412,考察,KP25
P1413,考察,KP3
P1413,考察,KP9
P1414,考察,KP23
P1414,考察,KP12
P1414,考察,KP4
P1414,考察,KP9
P1414,考察,KP8
P1414,考察,KP6
P1414,考察,KP10
P1415,考察,KP16
P1415,考察,KP3
P1415,考察,KP8
P1416,考察,KP5
P1416,考察,KP11
P1417,考察,KP1
P1417,考察,KP19
P1417,考察,KP8
P1418,考察,KP2
P1418,考察,KP12
P1418,考察,KP8
P1419,考察,KP9
P1419,考察,KP5
P1419,考察,KP8
P1420,考察,KP4
P1420,考察,KP8
P1420,考察,KP22
P1421,考察,KP2
P1421,考察,KP3
P1421,考察,KP4
P1421,考察,KP9
P1421,考察,KP6
P1422,考察,KP1
P1422,考察,KP9
P1422,考察,KP8
P1422,考察,KP10
P1423,考察,KP2
P1423,考察,KP9
P1423,考察,KP8
P1424,考察,KP1
P1424,考察,KP9
P1424,考察,KP6
P1424,考察,KP10
P1425,考察,KP1
P1425,考察,KP9
P1425,考察,KP10
P1426,考察,KP3
P1427,考察,KP23
P1427,考察,KP9
P1428,考察,KP3
P1428,考察,KP9
P1429,考察,KP4
P1429,考察,KP8
P1430,考察,KP11
P1431,考察,KP8
P1432,考察,KP12
P1433,考察,KP2
P1433,考察,KP12
P1433,考察,KP9
P1433,考察,KP22
P1434,考察,KP23
P1434,考察,KP21
P1434,考察,KP4
P1434,考察,KP9
P1434,考察,KP17
P1435,考察,KP2
P1435,考察,KP9
P1436,考察,KP23
P1436,考察,KP2
P1436,考察,KP12
P1436,考察,KP9
P1437,考察,KP9
P1438,考察,KP1
P1438,考察,KP3
P1439,考察,KP21
P1439,考察,KP4
P1439,考察,KP13
P1439,考察,KP25
P1439,考察,KP17
P1440,考察,KP4
P1441,考察,KP8
P1441,考察,KP22
P1442,考察,KP2
P1442,考察,KP5
P1443,考察,KP8
P1444,考察,KP2
P1444,考察,KP11
P1445,考察,KP2
P1445,考察,KP3
P1445,考察,KP22
P1446,考察,KP2
P1446,考察,KP12
P1446,考察,KP21
P1446,考察,KP13
P1446,考察,KP5
P1446,考察,KP28
P1446,考察,KP17
P1447,考察,KP23
P1447,考察,KP16
P1447,考察,KP7
P1447,考察,KP4
P1447,考察,KP8
P1448,考察,KP16
P1448,考察,KP4
P1448,考察,KP9
P1449,考察,KP12
P1449,考察,KP9
P1450,考察,KP9
P1451,考察,KP1
P1451,考察,KP23
P1451,考察,KP2
P1451,考察,KP3
P1451,考察,KP21
P1451,考察,KP5
P1451,考察,KP17
P1452,考察,KP2
P1452,考察,KP8
P1452,考察,KP22
P1453,考察,KP1
P1453,考察,KP23
P1453,考察,KP3
P1453,考察,KP9
P1454,考察,KP3
P1454,考察,KP9
P1455,考察,KP8
P1456,考察,KP12
P1456,考察,KP8
P1457,考察,KP9
P1458,考察,KP8
P1458,考察,KP22
P1459,考察,KP8
P1460,考察,KP1
P1460,考察,KP2
P1460,考察,KP3
P1460,考察,KP9
P1460,考察,KP17
P1461,考察,KP1
P1461,考察,KP13
P1462,考察,KP12
P1462,考察,KP3
P1462,考察,KP4
P1462,考察,KP17
P1463,考察,KP16
P1463,考察,KP21
P1463,考察,KP24
P1463,考察,KP13
P1463,考察,KP10
P1464,考察,KP12
P1464,考察,KP21
P1464,考察,KP13
P1464,考察,KP9
P1464,考察,KP6
P1465,考察,KP16
P1465,考察,KP22
P1465,考察,KP6
P1466,考察,KP9
P1466,考察,KP6
P1467,考察,KP4
P1468,考察,KP23
P1468,考察,KP9
P1468,考察,KP8
P1468,考察,KP22
P1469,考察,KP2
P1469,考察,KP9
P1470,考察,KP4
P1471,考察,KP4
P1472,考察,KP4
P1472,考察,KP8
P1473,考察,KP7
P1473,考察,KP4
P1473,考察,KP8
P1473,考察,KP27
P1474,考察,KP4
P1474,考察,KP13
P1474,考察,KP9
P1474,考察,KP8
P1474,考察,KP27
P1475,考察,KP23
P1475,考察,KP2
P1475,考察,KP21
P1475,考察,KP4
P1475,考察,KP13
P1475,考察,KP25
P1476,考察,KP2
P1476,考察,KP26
P1476,考察,KP9
P1476,考察,KP5
P1477,考察,KP21
P1477,考察,KP24
P1477,考察,KP26
P1477,考察,KP13
P1477,考察,KP25
P1477,考察,KP17
P1478,考察,KP12
P1478,考察,KP9
P1479,考察,KP1
P1479,考察,KP9
P1479,考察,KP8
P1479,考察,KP10
P1480,考察,KP1
P1480,考察,KP6
P1481,考察,KP9
P1481,考察,KP5
P1481,考察,KP10
P1482,考察,KP5
P1482,考察,KP8
P1483,考察,KP2
P1483,考察,KP9
P1483,考察,KP8
P1484,考察,KP2
P1484,考察,KP5
P1485,考察,KP2
P1485,考察,KP9
P1485,考察,KP8
P1486,考察,KP21
P1486,考察,KP24
P1486,考察,KP13
P1486,考察,KP5
P1486,考察,KP8
P1487,考察,KP1
P1487,考察,KP23
P1487,考察,KP3
P1487,考察,KP4
P1488,考察,KP8
P1489,考察,KP8
P1489,考察,KP22
P1490,考察,KP9
P1490,考察,KP5
P1491,考察,KP2
P1491,考察,KP9
P1491,考察,KP8
P1492,考察,KP3
P1492,考察,KP13
P1492,考察,KP9
P1492,考察,KP17
P1493,考察,KP3
P1494,考察,KP1
P1494,考察,KP8
P1495,考察,KP23
P1495,考察,KP2
P1495,考察,KP4
P1495,考察,KP25
P1496,考察,KP9
P1496,考察,KP5
P1496,考察,KP6
P1497,考察,KP1
P1497,考察,KP3
P1497,考察,KP4
P1497,考察,KP5
P1497,考察,KP8
P1497,考察,KP10
P1498,考察,KP23
P1498,考察,KP9
P1498,考察,KP8
P1499,考察,KP12
P1499,考察,KP9
P1499,考察,KP8
P1500,考察,KP19
P1500,考察,KP8
P1500,考察,KP25
P1500,考察,KP6
P1501,考察,KP12
P1502,考察,KP3
P1502,考察,KP9
P1502,考察,KP5
P1503,考察,KP12
P1503,考察,KP4
P1503,考察,KP9
P1504,考察,KP12
P1504,考察,KP13
P1504,考察,KP9
P1504,考察,KP5
P1504,考察,KP17
P1505,考察,KP16
P1505,考察,KP4
P1505,考察,KP5
P1505,考察,KP8
P1505,考察,KP17
P1506,考察,KP23
P1506,考察,KP12
P1506,考察,KP4
P1506,考察,KP9
P1506,考察,KP5
P1506,考察,KP8
P1507,考察,KP23
P1507,考察,KP12
P1507,考察,KP13
P1507,考察,KP9
P1507,考察,KP5
P1507,考察,KP8
P1508,考察,KP12
P1508,考察,KP5
P1509,考察,KP2
P1509,考察,KP12
P1509,考察,KP21
P1509,考察,KP9
P1509,考察,KP20
P1510,考察,KP12
P1510,考察,KP28
P1511,考察,KP12
P1511,考察,KP28
P1511,考察,KP8
P1512,考察,KP2
P1512,考察,KP12
P1512,考察,KP21
P1512,考察,KP13
P1512,考察,KP9
P1512,考察,KP5
P1513,考察,KP12
P1513,考察,KP3
P1513,考察,KP26
P1513,考察,KP9
P1513,考察,KP28
P1514,考察,KP23
P1514,考察,KP12
P1514,考察,KP11
P1515,考察,KP12
P1515,考察,KP6
P1516,考察,KP2
P1516,考察,KP16
P1516,考察,KP4
P1516,考察,KP8
P1516,考察,KP27
P1517,考察,KP1
P1517,考察,KP2
P1517,考察,KP8
P1518,考察,KP1
P1518,考察,KP3
P1518,考察,KP4
P1518,考察,KP19
P1518,考察,KP13
P1518,考察,KP5
P1518,考察,KP17
P1519,考察,KP4
P1520,考察,KP4
P1520,考察,KP26
P1520,考察,KP10
P1521,考察,KP16
P1522,考察,KP1
P1522,考察,KP3
P1522,考察,KP4
P1522,考察,KP29
P1522,考察,KP9
P1523,考察,KP1
P1523,考察,KP3
P1523,考察,KP6
P1524,考察,KP4
P1525,考察,KP4
P1525,考察,KP9
P1526,考察,KP21
P1526,考察,KP4
P1526,考察,KP13
P1527,考察,KP16
P1527,考察,KP8
P1527,考察,KP22
P1528,考察,KP8
P1529,考察,KP13
P1529,考察,KP9
P1530,考察,KP4
P1530,考察,KP8
P1530,考察,KP30
P1531,考察,KP16
P1531,考察,KP12
P1531,考察,KP5
P1532,考察,KP3
P1532,考察,KP5
P1532,考察,KP6
P1533,考察,KP23
P1533,考察,KP3
P1533,考察,KP26
P1533,考察,KP8
P1533,考察,KP27
P1533,考察,KP6
P1533,考察,KP11
P1533,考察,KP17
P1534,考察,KP2
P1534,考察,KP12
P1534,考察,KP3
P1534,考察,KP4
P1534,考察,KP9
P1534,考察,KP8
P1535,考察,KP23
P1535,考察,KP12
P1535,考察,KP8
P1535,考察,KP22
P1536,考察,KP12
P1536,考察,KP9
P1536,考察,KP6
P1536,考察,KP11
P1537,考察,KP12
P1537,考察,KP9
P1537,考察,KP5
P1537,考察,KP8
P1538,考察,KP12
P1538,考察,KP4
P1538,考察,KP17
P1539,考察,KP4
P1539,考察,KP17
P1540,考察,KP16
P1540,考察,KP4
P1540,考察,KP13
P1540,考察,KP8
P1541,考察,KP23
P1541,考察,KP4
P1541,考察,KP8
P1542,考察,KP2
P1542,考察,KP21
P1542,考察,KP4
P1542,考察,KP13
P1542,考察,KP9
P1542,考察,KP8
P1542,考察,KP6
P1542,考察,KP10
P1543,考察,KP12
P1543,考察,KP9
P1544,考察,KP5
P1544,考察,KP8
P1545,考察,KP9
P1545,考察,KP8
P1545,考察,KP6
P1546,考察,KP9
P1546,考察,KP5
P1547,考察,KP1
P1547,考察,KP3
P1547,考察,KP8
P1547,考察,KP6
P1548,考察,KP1
P1548,考察,KP23
P1548,考察,KP2
P1548,考察,KP4
P1549,考察,KP12
P1549,考察,KP3
P1549,考察,KP9
P1550,考察,KP1
P1550,考察,KP16
P1550,考察,KP12
P1550,考察,KP8
P1551,考察,KP1
P1551,考察,KP3
P1551,考察,KP5
P1551,考察,KP6
P1552,考察,KP12
P1553,考察,KP4
P1553,考察,KP9
P1553,考察,KP5
P1553,考察,KP11
P1554,考察,KP1
P1554,考察,KP23
P1554,考察,KP29
P1554,考察,KP9
P1555,考察,KP16
P1555,考察,KP4
P1555,考察,KP5
P1555,考察,KP8
P1556,考察,KP4
P1556,考察,KP9
P1557,考察,KP3
P1557,考察,KP21
P1557,考察,KP5
P1557,考察,KP11
P1557,考察,KP17
P1558,考察,KP12
P1558,考察,KP4
P1558,考察,KP9
P1559,考察,KP12
P1559,考察,KP8
P1560,考察,KP3
P1560,考察,KP19
P1560,考察,KP5
P1560,考察,KP8
P1560,考察,KP6
P1561,考察,KP3
P1561,考察,KP21
P1561,考察,KP13
P1561,考察,KP25
P1562,考察,KP4
P1563,考察,KP3
P1563,考察,KP4
P1563,考察,KP26
P1563,考察,KP9
P1564,考察,KP1
P1564,考察,KP2
P1564,考察,KP9
P1564,考察,KP8
P1565,考察,KP12
P1565,考察,KP11
P1566,考察,KP3
P1566,考察,KP21
P1566,考察,KP7
P1566,考察,KP13
P1566,考察,KP25
P1566,考察,KP17
P1567,考察,KP2
P1567,考察,KP4
P1567,考察,KP8
P1568,考察,KP1
P1568,考察,KP3
P1568,考察,KP4
P1568,考察,KP24
P1568,考察,KP9
P1568,考察,KP6
P1569,考察,KP2
P1569,考察,KP4
P1569,考察,KP9
P1569,考察,KP8
P1570,考察,KP12
P1570,考察,KP9
P1570,考察,KP8
P1570,考察,KP6
P1571,考察,KP12
P1571,考察,KP8
P1571,考察,KP22
P1572,考察,KP3
P1572,考察,KP28
P1572,考察,KP17
P1573,考察,KP2
P1573,考察,KP3
P1573,考察,KP21
P1573,考察,KP17
P1574,考察,KP2
P1574,考察,KP3
P1574,考察,KP4
P1574,考察,KP9
P1574,考察,KP10
P1575,考察,KP12
P1575,考察,KP9
P1575,考察,KP8
P1575,考察,KP22
P1576,考察,KP2
P1576,考察,KP4
P1576,考察,KP9
P1576,考察,KP8
P1576,考察,KP22
P1577,考察,KP26
P1577,考察,KP9
P1577,考察,KP8
P1578,考察,KP16
P1578,考察,KP7
P1578,考察,KP24
P1578,考察,KP13
P1578,考察,KP9
P1578,考察,KP6
P1578,考察,KP17
P1579,考察,KP1
P1579,考察,KP3
P1579,考察,KP8
P1580,考察,KP8
P1580,考察,KP6
P1581,考察,KP8
P1581,考察,KP6
P1581,考察,KP17
P1582,考察,KP9
P1582,考察,KP6
P1583,考察,KP9
P1583,考察,KP5
P1583,考察,KP8
P1584,考察,KP9
P1584,考察,KP8
P1585,考察,KP23
P1585,考察,KP21
P1585,考察,KP4
P1585,考察,KP31
P1585,考察,KP9
P1585,考察,KP5
P1585,考察,KP8
P1585,考察,KP17
P1586,考察,KP21
P1586,考察,KP4
P1586,考察,KP17
P1587,考察,KP7
P1587,考察,KP28
P1588,考察,KP1
P1588,考察,KP2
P1588,考察,KP3
P1588,考察,KP4
P1589,考察,KP5
P1589,考察,KP8
P1590,考察,KP5
P1591,考察,KP2
P1591,考察,KP16
P1591,考察,KP9
P1591,考察,KP8
P1591,考察,KP22
P1592,考察,KP9
P1592,考察,KP8
P1593,考察,KP2
P1593,考察,KP4
P1594,考察,KP2
P1594,考察,KP12
P1594,考察,KP4
P1594,考察,KP9
P1594,考察,KP8
P1595,考察,KP1
P1595,考察,KP28
P1595,考察,KP17
P1596,考察,KP16
P1596,考察,KP4
P1596,考察,KP8
P1596,考察,KP27
P1597,考察,KP23
P1597,考察,KP2
P1597,考察,KP4
P1598,考察,KP12
P1598,考察,KP8
P1599,考察,KP12
P1599,考察,KP8
P1600,考察,KP1
P1600,考察,KP2
P1600,考察,KP8
P1601,考察,KP2
P1601,考察,KP9
P1601,考察,KP8
P1602,考察,KP3
P1602,考察,KP4
P1602,考察,KP29
P1603,考察,KP12
P1603,考察,KP3
P1603,考察,KP9
P1604,考察,KP12
P1604,考察,KP4
P1604,考察,KP9
P1605,考察,KP3
P1605,考察,KP4
P1605,考察,KP9
P1605,考察,KP8
P1606,考察,KP12
P1606,考察,KP13
P1606,考察,KP9
P1606,考察,KP8
P1606,考察,KP6
P1606,考察,KP10
P1607,考察,KP1
P1607,考察,KP8
P1607,考察,KP22
P1608,考察,KP1
P1608,考察,KP3
P1608,考察,KP24
P1608,考察,KP13
P1608,考察,KP5
P1608,考察,KP6
P1608,考察,KP17
P1608,考察,KP10
P1609,考察,KP23
P1609,考察,KP9
P1609,考察,KP8
P1609,考察,KP11
P1609,考察,KP17
P1610,考察,KP21
P1610,考察,KP4
P1610,考察,KP13
P1610,考察,KP6
P1611,考察,KP5
P1611,考察,KP8
P1612,考察,KP9
P1613,考察,KP9
P1613,考察,KP6
P1613,考察,KP10
P1614,考察,KP2
P1614,考察,KP12
P1614,考察,KP8
P1615,考察,KP21
P1615,考察,KP24
P1615,考察,KP13
P1615,考察,KP9
P1615,考察,KP5
P1616,考察,KP16
P1616,考察,KP3
P1616,考察,KP19
P1616,考察,KP5
P1616,考察,KP8
P1616,考察,KP6
P1617,考察,KP2
P1617,考察,KP5
P1617,考察,KP8
P1617,考察,KP22
P1618,考察,KP1
P1618,考察,KP19
P1618,考察,KP5
P1618,考察,KP8
P1619,考察,KP2
P1619,考察,KP9
P1619,考察,KP5
P1619,考察,KP6
P1620,考察,KP5
P1620,考察,KP11
P1621,考察,KP5
P1621,考察,KP6
P1622,考察,KP5
P1622,考察,KP6
P1623,考察,KP1
P1623,考察,KP23
P1623,考察,KP3
P1623,考察,KP7
P1623,考察,KP9
P1623,考察,KP17
P1624,考察,KP1
P1624,考察,KP3
P1624,考察,KP7
P1624,考察,KP4
P1624,考察,KP24
P1624,考察,KP10
P1625,考察,KP12
P1625,考察,KP9
P1625,考察,KP10
P1626,考察,KP1
P1626,考察,KP2
P1626,考察,KP3
P1626,考察,KP20
P1626,考察,KP11
P1627,考察,KP9
P1627,考察,KP8
P1627,考察,KP6
P1628,考察,KP5
P1628,考察,KP8
P1629,考察,KP1
P1629,考察,KP23
P1629,考察,KP16
P1629,考察,KP7
P1629,考察,KP4
P1629,考察,KP8
P1630,考察,KP2
P1630,考察,KP5
P1630,考察,KP8
P1630,考察,KP22
P1631,考察,KP1
P1631,考察,KP2
P1631,考察,KP8
P1631,考察,KP15
P1632,考察,KP8
P1632,考察,KP22
P1633,考察,KP1
P1633,考察,KP3
P1633,考察,KP9
P1633,考察,KP5
P1633,考察,KP8
P1633,考察,KP6
P1634,考察,KP26
P1634,考察,KP8
P1635,考察,KP1
P1635,考察,KP23
P1635,考察,KP3
P1635,考察,KP21
P1635,考察,KP9
P1635,考察,KP8
P1635,考察,KP6
P1636,考察,KP2
P1636,考察,KP16
P1636,考察,KP5
P1636,考察,KP28
P1636,考察,KP8
P1636,考察,KP27
P1637,考察,KP3
P1637,考察,KP24
P1637,考察,KP9
P1637,考察,KP5
P1637,考察,KP11
P1638,考察,KP23
P1638,考察,KP2
P1638,考察,KP4
P1638,考察,KP9
P1639,考察,KP23
P1639,考察,KP9
P1639,考察,KP10
P1640,考察,KP9
P1640,考察,KP6
P1641,考察,KP23
P1641,考察,KP4
P1641,考察,KP13
P1641,考察,KP9
P1641,考察,KP25
P1642,考察,KP12
P1642,考察,KP5
P1642,考察,KP28
P1643,考察,KP1
P1643,考察,KP2
P1643,考察,KP5
P1643,考察,KP8
P1644,考察,KP2
P1644,考察,KP5
P1644,考察,KP8
P1645,考察,KP12
P1645,考察,KP19
P1645,考察,KP8
P1646,考察,KP12
P1646,考察,KP3
P1646,考察,KP4
P1646,考察,KP9
P1646,考察,KP6
P1647,考察,KP2
P1647,考察,KP5
P1647,考察,KP11
P1648,考察,KP5
P1648,考察,KP8
P1649,考察,KP4
P1649,考察,KP31
P1649,考察,KP8
P1649,考察,KP22
P1650,考察,KP4
P1650,考察,KP5
P1650,考察,KP8
P1651,考察,KP1
P1651,考察,KP2
P1651,考察,KP3
P1651,考察,KP4
P1651,考察,KP24
P1651,考察,KP9
P1651,考察,KP8
P1651,考察,KP10
P1652,考察,KP1
P1652,考察,KP4
P1652,考察,KP9
P1652,考察,KP11
P1653,考察,KP19
P1653,考察,KP5
P1653,考察,KP8
P1654,考察,KP12
P1654,考察,KP5
P1654,考察,KP8
P1654,考察,KP22
P1655,考察,KP16
P1655,考察,KP3
P1655,考察,KP4
P1655,考察,KP24
P1655,考察,KP8
P1656,考察,KP23
P1656,考察,KP12
P1656,考察,KP3
P1656,考察,KP21
P1656,考察,KP5
P1656,考察,KP8
P1656,考察,KP30
P1656,考察,KP22
P1656,考察,KP17
P1657,考察,KP1
P1657,考察,KP12
P1657,考察,KP3
P1657,考察,KP9
P1657,考察,KP8
P1657,考察,KP6
P1658,考察,KP2
P1658,考察,KP12
P1658,考察,KP9
P1658,考察,KP8
P1659,考察,KP14
P1659,考察,KP12
P1659,考察,KP21
P1659,考察,KP24
P1659,考察,KP13
P1660,考察,KP12
P1660,考察,KP9
P1660,考察,KP8
P1660,考察,KP22
P1660,考察,KP11
P1661,考察,KP4
P1661,考察,KP9
P1661,考察,KP5
P1661,考察,KP8
P1662,考察,KP12
P1662,考察,KP8
P1663,考察,KP12
P1663,考察,KP26
P1664,考察,KP3
P1664,考察,KP21
P1664,考察,KP7
P1664,考察,KP4
P1664,考察,KP8
P1664,考察,KP17
